Transaction_ID,Amount,Time,Location,Device,Transaction_Count,Merchant_Category,Account_Age_Days,Class
TXN000076,3716.55,20:45,Mumbai,Known,4,Entertainment,237,0
TXN000077,1149.32,20:03,Delhi,Known,7,Food,470,0
TXN000078,2126.02,14:04,Mumbai,Known,1,Shopping,1241,0
TXN000079,3471.74,07:10,Kanpur,Known,6,Food,871,0
TXN000080,1300.79,08:40,Lucknow,Known,1,Food,335,0
TXN000081,2907.81,10:58,Jaipur,Known,3,Food,10,0
TXN000082,898.31,04:37,Lucknow,New,4,Shopping,1523,0
TXN000083,1229.47,07:52,Pune,Known,8,Shopping,10,0
TXN000084,1205.58,03:52,Jhansi,Known,7,Electronics,1175,0
TXN000085,512.81,03:16,Kanpur,New,4,Shopping,907,0
TXN000086,3001.49,17:11,Delhi,Known,7,Food,616,0
TXN000087,1099.56,03:09,Mumbai,Known,3,Travel,458,0
TXN000088,1823.77,11:47,Pune,Known,3,Shopping,1021,0
TXN000089,2981.93,10:40,Noida,Known,2,Travel,1159,0
TXN000090,2876.7,01:51,Lucknow,Known,6,Bills,1163,0
TXN000091,3619.88,19:30,Jaipur,Known,8,Entertainment,1168,0
TXN000092,1623.16,23:58,Pune,Known,5,Bills,65,0
TXN000093,1154.1,15:53,Delhi,Known,3,Shopping,414,0
TXN000094,1655.47,16:48,Jhansi,Known,3,Food,434,0
TXN000095,306.08,05:48,Pune,Known,8,Travel,724,0
TXN000096,393.89,20:07,Pune,Known,5,Bills,819,0
TXN000097,448.86,18:44,Delhi,Known,5,Bills,1150,0
TXN000098,631.71,10:56,Mumbai,Known,4,Electronics,688,0
TXN000099,2738.88,16:17,Lucknow,Known,3,Bills,1028,0
TXN000100,695.61,22:48,Mumbai,Known,2,Food,551,0
TXN000101,1210.12,14:21,Delhi,Known,4,Food,1564,0
TXN000102,7042.59,04:12,Jhansi,New,4,Entertainment,433,1
TXN000103,1238.26,07:43,Kanpur,Known,3,Entertainment,426,0
TXN000104,3904.69,04:09,Delhi,Known,7,Fuel,812,0
TXN000105,675.36,07:28,Jhansi,Known,3,Shopping,1187,0
TXN000106,1450.75,21:56,Delhi,Known,5,Food,376,0
TXN000107,663.83,04:09,Lucknow,New,4,Food,577,0
TXN000108,1260.87,21:09,Pune,Known,2,Food,549,0
TXN000109,4349.71,06:56,Pune,Known,5,Shopping,269,0
TXN000110,293.49,11:46,Mumbai,Known,2,Shopping,470,0
TXN000111,2840.36,12:27,Pune,Known,6,Shopping,414,0
TXN000112,2310.37,03:24,Pune,Known,3,Bills,1260,0
TXN000113,964.57,04:57,Jhansi,Known,4,Food,770,0
TXN000114,394.33,07:43,Jaipur,New,5,Food,490,0
TXN000115,1941.62,01:54,Mumbai,Known,4,Shopping,1487,0
TXN000116,1032.33,18:05,Delhi,Known,5,Bills,1464,0
TXN000117,2298.13,13:31,Pune,Known,6,Electronics,1425,0
TXN000118,1841.78,20:43,Kanpur,Known,4,Fuel,513,0
TXN000119,9676.06,20:02,Lucknow,Known,5,Fuel,1135,0
TXN000120,1399.99,08:30,Delhi,Known,4,Food,1602,0
TXN000121,614.54,19:03,Delhi,Known,4,Fuel,536,0
TXN000122,2172.82,01:54,Delhi,Known,2,Food,611,0
TXN000123,2267.74,10:40,Mumbai,Known,8,Fuel,518,0
TXN000124,7500.23,15:11,Jaipur,Known,2,Entertainment,793,0
TXN000125,4326.04,11:31,Mumbai,Known,6,Food,1467,0
TXN000126,2618.24,17:06,Pune,Known,7,Food,729,0
TXN000127,8366.66,20:48,Delhi,Known,2,Entertainment,465,0
TXN000128,516.64,10:11,Mumbai,Known,3,Entertainment,660,0
TXN000129,919.47,06:36,Jaipur,Known,1,Electronics,1197,0
TXN000130,680.37,13:04,Mumbai,Known,1,Food,10,0
TXN000131,1195.41,20:09,Mumbai,Known,6,Fuel,863,0
TXN000132,424.12,23:58,Pune,Known,5,Travel,605,0
TXN000133,3506.77,19:23,Delhi,Known,6,Shopping,427,0
TXN000134,1425.4,05:07,Delhi,Known,6,Fuel,10,0
TXN000135,384.21,04:41,Jaipur,New,5,Shopping,959,0
TXN000136,619.67,13:12,Lucknow,Known,4,Bills,576,0
TXN000137,2501.71,09:35,Jhansi,Known,3,Fuel,892,0
TXN000138,4339.76,14:48,Delhi,Known,4,Food,226,0
TXN000139,14648.74,22:41,Mumbai,Known,4,Electronics,10,0
TXN000140,38372.55,13:14,Lucknow,New,3,Electronics,186,0
TXN000141,2781.29,08:14,Noida,Known,1,Electronics,605,0
TXN000142,636.85,20:13,Mumbai,Known,3,Electronics,10,0
TXN000143,191.88,10:37,Pune,Known,7,Bills,760,0
TXN000144,2384.25,14:40,Pune,New,3,Travel,1400,0
TXN000145,766.59,03:31,Kanpur,Known,6,Shopping,10,0
TXN000146,1163.77,12:23,Lucknow,Known,3,Travel,401,0
TXN000147,946.57,10:03,Jhansi,Known,3,Shopping,626,0
TXN000148,1552.64,02:50,Noida,Known,8,Food,618,0
TXN000149,5512.76,05:39,Delhi,New,3,Entertainment,1250,0
TXN000150,2122.7,16:38,Pune,Known,6,Fuel,520,0
TXN000151,1523.82,04:06,Kanpur,New,5,Shopping,576,0
TXN000152,606.74,03:17,Jaipur,New,7,Shopping,545,0
TXN000153,310.17,01:18,Jaipur,New,4,Shopping,902,0
TXN000154,1080.22,00:35,Delhi,Known,1,Bills,1391,0
TXN000155,1701.17,10:47,Lucknow,Known,8,Bills,700,0
TXN000156,11520.33,11:51,Kanpur,Known,5,Travel,1343,0
TXN000157,2063.85,14:31,Kanpur,Known,3,Bills,739,0
TXN000158,5051.39,13:21,Pune,Known,1,Travel,169,0
TXN000159,1065.59,12:24,Delhi,Known,2,Bills,1167,0
TXN000160,518.71,23:44,Jhansi,New,7,Bills,690,0
TXN000161,653.39,05:19,Jaipur,Known,3,Travel,1300,0
TXN000162,840.55,17:24,Jaipur,Known,2,Food,1046,0
TXN000163,16821.87,01:47,Delhi,Known,3,Fuel,1091,0
TXN000164,759.82,20:32,Jaipur,Known,4,Bills,379,0
TXN000165,4341.41,08:28,Delhi,Known,6,Travel,296,0
TXN000166,697.48,08:44,Kanpur,Known,4,Fuel,683,0
TXN000167,4787.16,03:17,Mumbai,Known,6,Electronics,130,1
TXN000168,2696.58,12:03,Jhansi,Known,6,Food,245,0
TXN000169,1527.02,09:47,Delhi,Known,4,Bills,384,0
TXN000170,1724.58,23:27,Mumbai,Known,6,Electronics,184,0
TXN000171,905.07,04:19,Mumbai,Known,4,Entertainment,654,1
TXN000172,2875.32,10:05,Jaipur,Known,4,Food,709,0
TXN000173,1116.34,21:55,Jhansi,Known,6,Bills,478,0
TXN000174,497.03,19:43,Noida,Known,1,Food,175,0
TXN000175,470.46,18:16,Noida,Known,5,Food,350,0
TXN000176,2157.62,12:36,Lucknow,Known,4,Shopping,795,0
TXN000177,9448.28,20:27,Delhi,Known,6,Food,595,0
TXN000178,2129.27,05:19,Delhi,Known,2,Fuel,742,0
TXN000179,1589.18,19:18,Lucknow,Known,7,Travel,323,0
TXN000180,2430.03,13:04,Jaipur,Known,3,Bills,874,0
TXN000181,7092.86,08:58,Mumbai,Known,3,Bills,1027,0
TXN000182,2266.28,05:55,Noida,Known,6,Shopping,150,0
TXN000183,1169.19,12:52,Pune,Known,1,Bills,507,0
TXN000184,5751.09,00:18,Jaipur,Known,4,Entertainment,10,0
TXN000185,2823.51,17:59,Mumbai,Known,6,Shopping,1044,0
TXN000186,9028.0,05:16,Jaipur,Known,4,Shopping,1633,0
TXN000187,2181.87,09:49,Jhansi,Known,2,Food,1078,0
TXN000188,497.63,04:06,Kanpur,Known,5,Entertainment,637,0
TXN000189,427.94,11:18,Noida,Known,5,Entertainment,765,0
TXN000190,10188.51,08:34,Mumbai,Known,6,Fuel,939,0
TXN000191,10997.14,04:58,Pune,Known,2,Food,168,0
TXN000192,1490.77,21:15,Jhansi,Known,2,Electronics,722,0
TXN000193,1203.75,18:25,Pune,Known,4,Bills,689,0
TXN000194,8350.35,09:50,Pune,Known,2,Food,604,0
TXN000195,562.92,01:28,Jhansi,Known,3,Electronics,520,0
TXN000196,703.51,20:40,Delhi,Known,6,Food,736,0
TXN000197,3537.0,16:25,Mumbai,Known,2,Bills,276,0
TXN000198,1189.4,13:00,Pune,Known,5,Fuel,382,0
TXN000199,1790.35,14:16,Jhansi,Known,4,Fuel,814,0
TXN000200,1516.15,00:33,Pune,Known,1,Shopping,680,0
TXN000201,2565.72,11:01,Lucknow,Known,4,Shopping,705,0
TXN000202,7890.37,04:13,Kanpur,Known,5,Bills,1106,0
TXN000203,1979.61,15:57,Pune,New,6,Food,655,0
TXN000204,3539.28,22:00,Noida,Known,3,Fuel,610,0
TXN000205,209.11,12:14,Lucknow,Known,3,Electronics,972,0
TXN000206,1710.24,14:37,Delhi,New,5,Shopping,1441,0
TXN000207,742.59,16:33,Pune,Known,5,Fuel,501,0
TXN000208,500.59,22:12,Pune,Known,2,Food,889,0
TXN000209,715.86,00:03,Lucknow,Known,5,Travel,590,0
TXN000210,1267.39,07:53,Kanpur,Known,3,Travel,301,0
TXN000211,4709.04,06:33,Mumbai,New,3,Food,689,0
TXN000212,447.12,17:34,Lucknow,New,2,Food,955,0
TXN000213,1858.83,10:03,Delhi,Known,5,Shopping,348,0
TXN000214,1082.65,18:12,Mumbai,New,3,Entertainment,1168,0
TXN000215,1276.0,11:04,Pune,Known,3,Travel,534,0
TXN000216,5158.69,23:58,Lucknow,Known,2,Travel,512,0
TXN000217,3167.07,18:46,Pune,Known,7,Entertainment,1014,0
TXN000218,7330.58,00:32,Kanpur,Known,3,Travel,812,0
TXN000219,1530.44,23:40,Delhi,Known,6,Food,391,0
TXN000220,866.79,22:09,Lucknow,Known,3,Bills,150,0
TXN000221,1422.95,01:59,Delhi,New,4,Entertainment,1419,0
TXN000222,2321.95,09:31,Noida,Known,3,Entertainment,773,0
TXN000223,2166.66,23:30,Jaipur,Known,3,Food,1486,0
TXN000224,576.48,20:57,Noida,Known,4,Travel,493,0
TXN000225,1979.41,11:05,Noida,Known,2,Shopping,839,0
TXN000226,2287.42,13:25,Pune,Known,3,Electronics,182,0
TXN000227,25308.35,00:05,Noida,Known,5,Shopping,277,0
TXN000228,12916.09,13:25,Kanpur,Known,4,Food,518,0
TXN000229,734.83,15:16,Noida,Known,3,Food,1398,0
TXN000230,1331.14,08:27,Lucknow,Known,2,Food,797,0
TXN000231,387.19,07:42,Delhi,Known,2,Electronics,1156,0
TXN000232,968.07,19:16,Noida,Known,1,Food,1551,0
TXN000233,2507.21,10:03,Noida,Known,5,Electronics,1099,0
TXN000234,6384.88,06:09,Mumbai,Known,4,Food,1081,0
TXN000235,837.15,08:42,Jaipur,Known,3,Fuel,755,0
TXN000236,905.68,11:34,Delhi,Known,3,Entertainment,1308,0
TXN000237,188.84,06:58,Noida,Known,5,Travel,853,0
TXN000238,1517.38,13:53,Jaipur,New,2,Food,1178,0
TXN000239,589.93,20:09,Mumbai,Known,2,Food,565,0
TXN000240,1032.39,17:44,Jaipur,Known,3,Bills,991,0
TXN000241,716.83,05:05,Pune,Known,3,Shopping,880,0
TXN000242,1630.38,11:05,Noida,Known,2,Fuel,565,0
TXN000243,284.27,13:47,Jaipur,Known,5,Fuel,109,0
TXN000244,385.73,16:24,Jhansi,Known,3,Food,835,0
TXN000245,16835.61,18:59,Kanpur,Known,3,Shopping,890,0
TXN000246,465.8,11:00,Noida,Known,2,Fuel,280,0
TXN000247,569.02,07:30,Lucknow,Known,5,Food,762,0
TXN000248,12385.74,15:18,Mumbai,Known,5,Electronics,825,0
TXN000249,38019.8,03:59,Delhi,Known,3,Food,1167,0
TXN000250,526.05,16:40,Lucknow,Known,3,Electronics,830,0
TXN000251,1222.78,21:46,Pune,Known,3,Electronics,995,0
TXN000252,2576.47,17:17,Jaipur,Known,7,Travel,638,0
TXN000253,11055.4,10:53,Jaipur,Known,3,Shopping,570,0
TXN000254,638.64,19:50,Mumbai,New,5,Shopping,643,0
TXN000255,1391.31,12:47,Kanpur,Known,3,Electronics,511,0
TXN000256,4071.42,12:28,Kanpur,Known,7,Electronics,600,0
TXN000257,2841.38,20:55,Delhi,Known,4,Electronics,918,0
TXN000258,1212.67,04:40,Jhansi,Known,5,Travel,929,0
TXN000259,1564.04,18:03,Lucknow,New,6,Electronics,887,0
TXN000260,424.92,16:53,Jaipur,New,4,Shopping,830,0
TXN000261,1401.73,12:01,Mumbai,Known,3,Shopping,1255,0
TXN000262,1360.81,01:40,Pune,Known,3,Fuel,1252,0
TXN000263,2296.91,18:14,Pune,Known,5,Travel,765,0
TXN000264,1004.7,05:53,Noida,Known,5,Food,1354,0
TXN000265,2953.24,21:43,Mumbai,Known,2,Food,1297,0
TXN000266,5212.91,19:48,Mumbai,Known,4,Electronics,764,0
TXN000267,2119.09,08:41,Jaipur,Known,6,Food,443,0
TXN000268,2604.21,10:34,Delhi,Known,2,Food,549,0
TXN000269,1903.32,00:51,Delhi,Known,3,Food,736,0
TXN000270,1800.16,11:17,Jaipur,Known,4,Bills,570,0
TXN000271,843.79,01:31,Noida,Known,3,Shopping,289,0
TXN000272,2509.56,23:17,Noida,Known,3,Bills,266,0
TXN000273,1625.21,15:06,Delhi,Known,5,Shopping,522,0
TXN000274,16209.76,05:52,Kanpur,Known,3,Fuel,455,0
TXN000275,9391.54,19:29,Pune,Known,4,Travel,10,0
TXN000276,2699.12,00:03,Mumbai,Known,2,Shopping,1053,0
TXN000277,807.81,13:49,Mumbai,Known,2,Entertainment,1135,0
TXN000278,559.76,02:56,Delhi,Known,9,Bills,949,0
TXN000279,6287.02,01:39,Jhansi,New,6,Fuel,10,0
TXN000280,2371.86,05:19,Mumbai,New,4,Fuel,620,0
TXN000281,2980.04,07:51,Pune,Known,8,Electronics,890,0
TXN000282,288.22,17:44,Mumbai,Known,1,Food,1223,0
TXN000283,4766.43,21:17,Delhi,Known,2,Electronics,1613,0
TXN000284,2900.63,18:19,Jaipur,Known,7,Fuel,705,0
TXN000285,560.93,17:59,Jaipur,Known,4,Electronics,765,0
TXN000286,1097.12,13:57,Noida,Known,5,Entertainment,905,0
TXN000287,2374.27,08:40,Jaipur,Known,4,Fuel,453,0
TXN000288,1901.94,06:02,Delhi,Known,3,Food,378,0
TXN000289,1324.46,22:13,Kanpur,Known,4,Food,1071,0
TXN000290,1614.66,12:21,Mumbai,New,3,Food,985,0
TXN000291,1381.56,13:32,Kanpur,Known,3,Travel,615,0
TXN000292,2112.72,00:52,Pune,Known,4,Entertainment,41,0
TXN000293,8438.91,10:50,Pune,Known,4,Entertainment,10,0
TXN000294,121.58,16:16,Delhi,Known,8,Bills,669,0
TXN000295,1403.68,11:06,Lucknow,Known,8,Shopping,683,0
TXN000296,2166.53,14:16,Jaipur,Known,5,Entertainment,596,0
TXN000297,2456.11,19:14,Jhansi,New,8,Entertainment,1077,0
TXN000298,1218.08,00:53,Mumbai,New,3,Fuel,790,0
TXN000299,284.57,21:00,Lucknow,New,8,Food,10,0
TXN000300,2540.05,19:49,Mumbai,Known,7,Shopping,1539,0
TXN000301,11039.77,10:39,Lucknow,Known,3,Electronics,10,0
TXN000302,359.6,18:06,Lucknow,Known,3,Shopping,469,0
TXN000303,4458.47,01:41,Kanpur,Known,4,Travel,280,0
TXN000304,1274.86,07:34,Kanpur,Known,2,Travel,904,0
TXN000305,1687.75,02:00,Kanpur,Known,3,Entertainment,160,0
TXN000306,595.86,15:13,Delhi,New,5,Electronics,977,0
TXN000307,1266.94,20:20,Delhi,Known,4,Food,568,0
TXN000308,7048.63,14:12,Lucknow,Known,4,Food,1003,0
TXN000309,3318.71,17:34,Pune,Known,6,Food,10,0
TXN000310,11097.43,03:36,Pune,Known,7,Shopping,616,0
TXN000311,6197.02,22:10,Delhi,Known,2,Fuel,993,0
TXN000312,2854.3,04:07,Kanpur,Known,7,Fuel,223,0
TXN000313,11233.7,12:39,Jhansi,Known,2,Bills,830,0
TXN000314,2854.02,16:28,Kanpur,Known,4,Food,816,0
TXN000315,4293.81,20:15,Noida,Known,2,Fuel,804,0
TXN000316,1318.36,22:15,Jaipur,Known,1,Travel,548,0
TXN000317,1930.27,14:02,Delhi,Known,6,Shopping,1006,0
TXN000318,865.45,13:51,Kanpur,Known,2,Travel,846,0
TXN000319,5087.82,10:50,Kanpur,New,2,Food,821,0
TXN000320,522.34,13:33,Kanpur,Known,2,Food,456,0
TXN000321,4092.9,16:20,Delhi,Known,7,Electronics,286,0
TXN000322,1473.44,15:12,Jhansi,Known,4,Fuel,900,0
TXN000323,6157.04,14:18,Delhi,Known,6,Travel,403,0
TXN000324,3959.82,10:55,Noida,Known,3,Bills,1305,0
TXN000325,12175.98,04:05,Noida,Known,4,Shopping,1555,0
TXN000326,3877.15,01:49,Mumbai,Known,5,Shopping,403,0
TXN000327,345.47,10:18,Jaipur,Known,2,Travel,354,0
TXN000328,1677.8,09:15,Pune,Known,5,Shopping,885,0
TXN000329,525.81,14:48,Kanpur,Known,4,Bills,827,0
TXN000330,1044.56,21:57,Jaipur,Known,2,Food,686,0
TXN000331,8798.46,16:59,Pune,Known,8,Bills,942,0
TXN000332,3515.55,19:16,Delhi,Known,5,Bills,996,0
TXN000333,864.08,13:35,Jhansi,New,3,Fuel,375,0
TXN000334,620.88,22:17,Jhansi,New,4,Travel,341,0
TXN000335,1863.04,22:11,Jhansi,Known,3,Shopping,10,0
TXN000336,501.78,03:23,Jaipur,Known,4,Food,10,0
TXN000337,889.66,15:03,Kanpur,New,2,Bills,299,0
TXN000338,2497.77,12:09,Delhi,Known,3,Entertainment,559,0
TXN000339,6054.88,23:35,Kanpur,Known,6,Food,1036,0
TXN000340,3410.93,14:41,Pune,Known,3,Shopping,957,0
TXN000341,162.34,00:16,Lucknow,Known,4,Shopping,897,0
TXN000342,2477.8,05:33,Delhi,Known,5,Food,617,0
TXN000343,1941.42,03:45,Mumbai,Known,4,Fuel,1638,0
TXN000344,2779.78,04:53,Noida,Known,3,Entertainment,200,0
TXN000345,9823.79,02:34,Delhi,Known,1,Shopping,594,0
TXN000346,206.26,18:14,Lucknow,Known,4,Bills,843,0
TXN000347,967.66,11:42,Delhi,Known,5,Bills,245,0
TXN000348,3347.58,16:10,Kanpur,Known,4,Fuel,573,0
TXN000349,342.02,23:08,Delhi,Known,6,Bills,94,0
TXN000350,8478.5,15:21,Delhi,Known,2,Food,558,0
TXN000351,2650.0,11:19,Noida,New,2,Bills,1320,0
TXN000352,4378.47,06:08,Delhi,Known,4,Food,770,0
TXN000353,988.36,18:03,Delhi,Known,7,Fuel,1511,0
TXN000354,4230.15,12:56,Jhansi,Known,6,Entertainment,1297,0
TXN000355,5527.2,18:40,Delhi,Known,2,Shopping,80,0
TXN000356,2298.62,00:43,Delhi,Known,4,Electronics,217,0
TXN000357,2302.3,03:03,Lucknow,New,2,Electronics,1302,0
TXN000358,2390.85,03:47,Lucknow,Known,3,Food,660,0
TXN000359,727.07,16:21,Kanpur,Known,1,Food,80,0
TXN000360,1541.69,12:44,Jaipur,Known,5,Bills,1101,0
TXN000361,1533.63,07:29,Lucknow,Known,6,Bills,1347,0
TXN000362,2692.18,07:14,Kanpur,Known,4,Shopping,1326,0
TXN000363,5142.82,14:15,Jaipur,Known,4,Fuel,910,0
TXN000364,592.34,23:08,Kanpur,Known,2,Travel,1200,0
TXN000365,1578.58,23:49,Pune,Known,5,Shopping,919,0
TXN000366,8527.66,11:25,Kanpur,New,3,Shopping,295,0
TXN000367,824.5,16:46,Jhansi,Known,4,Bills,1168,0
TXN000368,759.13,02:49,Jaipur,Known,5,Shopping,610,0
TXN000369,2226.0,22:10,Delhi,Known,5,Entertainment,1478,0
TXN000370,4368.38,00:19,Jaipur,Known,2,Bills,556,0
TXN000371,1821.73,08:07,Kanpur,New,8,Bills,602,0
TXN000372,7265.92,17:00,Jhansi,Known,5,Food,245,0
TXN000373,4425.66,23:59,Lucknow,Known,4,Shopping,1005,0
TXN000374,4356.63,04:39,Mumbai,Known,9,Food,1499,0
TXN000375,3220.73,15:27,Delhi,Known,3,Shopping,1037,0
TXN000376,20734.99,04:12,Jaipur,Known,4,Entertainment,735,0
TXN000377,1451.17,01:35,Jhansi,Known,4,Fuel,511,0
TXN000378,219.61,10:32,Pune,Known,7,Shopping,425,0
TXN000379,9701.24,13:13,Mumbai,New,2,Shopping,1215,0
TXN000380,1113.16,06:00,Mumbai,Known,5,Food,436,0
TXN000381,2015.89,23:28,Mumbai,Known,4,Food,10,0
TXN000382,7119.34,14:30,Mumbai,Known,6,Food,1963,0
TXN000383,334.68,10:47,Kanpur,New,3,Shopping,824,0
TXN000384,483.63,11:23,Jaipur,Known,2,Electronics,543,0
TXN000385,335.02,11:05,Pune,New,2,Shopping,421,0
TXN000386,781.88,02:52,Kanpur,Known,4,Food,932,0
TXN000387,2855.95,14:24,Lucknow,Known,4,Shopping,217,0
TXN000388,3121.09,18:43,Jhansi,Known,4,Electronics,440,0
TXN000389,2405.78,10:02,Jhansi,Known,3,Food,882,0
TXN000390,408.36,10:02,Noida,Known,5,Food,332,0
TXN000391,159.16,21:01,Kanpur,New,5,Bills,208,1
TXN000392,1905.72,14:47,Delhi,Known,1,Food,479,0
TXN000393,1096.83,07:14,Delhi,Known,3,Shopping,582,0
TXN000394,2915.79,00:47,Jaipur,Known,3,Food,599,0
TXN000395,3761.58,19:56,Noida,Known,5,Food,587,0
TXN000396,2081.19,15:39,Jaipur,Known,5,Bills,819,0
TXN000397,3998.53,15:59,Mumbai,Known,7,Entertainment,409,0
TXN000398,2289.79,06:55,Kanpur,New,5,Shopping,825,1
TXN000399,3140.41,04:43,Mumbai,Known,5,Food,456,0
TXN000400,858.88,11:48,Jaipur,Known,3,Fuel,650,0
TXN000401,1490.62,18:36,Mumbai,Known,3,Food,433,0
TXN000402,2213.12,07:13,Noida,Known,4,Fuel,10,0
TXN000403,4260.31,12:06,Delhi,Known,4,Fuel,828,0
TXN000404,1190.48,23:22,Delhi,Known,3,Bills,1149,0
TXN000405,3111.21,05:28,Delhi,Known,8,Shopping,808,0
TXN000406,1361.59,05:20,Kanpur,New,2,Shopping,182,0
TXN000407,1591.01,05:06,Pune,New,3,Shopping,143,0
TXN000408,4300.72,21:30,Jaipur,Known,2,Fuel,1056,0
TXN000409,222.03,12:29,Jhansi,New,3,Entertainment,875,0
TXN000410,461.39,22:57,Kanpur,Known,2,Shopping,766,0
TXN000411,379.65,22:57,Pune,Known,7,Shopping,1058,0
TXN000412,155.28,10:36,Delhi,New,4,Travel,982,0
TXN000413,883.03,01:51,Pune,New,3,Shopping,753,0
TXN000414,3953.86,07:18,Noida,Known,7,Food,1286,0
